claim_scope,disturbance_family,episode_id,horizon,planner_id,prompt_envelope,quality_id,seed,severity,storage_variant,trigger_policy,completion,cost_proxy,escalation_failure,escalation_event,false_wakes,late_wakes,progress,retries,storage_age,storage_bytes,storage_reads,storage_writes,terminal_tick,thrash,trigger_fn,trigger_latency,trigger_precision,trigger_recall,wakes,wasted_wakes,tick_count
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__COMPACT_TYPED__S20266301,4,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266301,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,27.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__COMPACT_TYPED__S20266302,4,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266302,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,27.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__COMPACT_TYPED__S20266303,4,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266303,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,27.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__COMPACT_TYPED__S20266304,4,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266304,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,27.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__COMPACT_TYPED__S20266305,4,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266305,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,27.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__COMPACT_TYPED__S20266306,4,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266306,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,27.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__COMPACT_TYPED__S20266307,4,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266307,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,27.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__COMPACT_TYPED__S20266308,4,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266308,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,27.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__COMPACT_TYPED__S20266309,4,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266309,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,27.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__COMPACT_TYPED__S20266310,4,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266310,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,27.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__COMPACT_TYPED__S20266311,4,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266311,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,27.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__COMPACT_TYPED__S20266312,4,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266312,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,27.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__VERBOSE_TYPED__S20266301,4,DETERMINISTIC_TYPED_ORACLE_V2,VERBOSE_TYPED,Q00_CLEAN,20266301,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,30.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__VERBOSE_TYPED__S20266302,4,DETERMINISTIC_TYPED_ORACLE_V2,VERBOSE_TYPED,Q00_CLEAN,20266302,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,30.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__VERBOSE_TYPED__S20266303,4,DETERMINISTIC_TYPED_ORACLE_V2,VERBOSE_TYPED,Q00_CLEAN,20266303,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,30.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__VERBOSE_TYPED__S20266304,4,DETERMINISTIC_TYPED_ORACLE_V2,VERBOSE_TYPED,Q00_CLEAN,20266304,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,30.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__VERBOSE_TYPED__S20266305,4,DETERMINISTIC_TYPED_ORACLE_V2,VERBOSE_TYPED,Q00_CLEAN,20266305,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,30.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__VERBOSE_TYPED__S20266306,4,DETERMINISTIC_TYPED_ORACLE_V2,VERBOSE_TYPED,Q00_CLEAN,20266306,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,30.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__VERBOSE_TYPED__S20266307,4,DETERMINISTIC_TYPED_ORACLE_V2,VERBOSE_TYPED,Q00_CLEAN,20266307,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,30.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__VERBOSE_TYPED__S20266308,4,DETERMINISTIC_TYPED_ORACLE_V2,VERBOSE_TYPED,Q00_CLEAN,20266308,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,30.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__VERBOSE_TYPED__S20266309,4,DETERMINISTIC_TYPED_ORACLE_V2,VERBOSE_TYPED,Q00_CLEAN,20266309,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,30.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__VERBOSE_TYPED__S20266310,4,DETERMINISTIC_TYPED_ORACLE_V2,VERBOSE_TYPED,Q00_CLEAN,20266310,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,30.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__VERBOSE_TYPED__S20266311,4,DETERMINISTIC_TYPED_ORACLE_V2,VERBOSE_TYPED,Q00_CLEAN,20266311,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,30.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H4__VERBOSE_TYPED__S20266312,4,DETERMINISTIC_TYPED_ORACLE_V2,VERBOSE_TYPED,Q00_CLEAN,20266312,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,30.0,0,0,0,1,1,7,8,0,2,0,9,0,1,,0.0,0.0,2,2,8
SYNTHETIC_TYPED_ORACLE_TRIGGER_ENGINEERING_NOT_VLA,POSE_SHIFT,LIVE_BELIEF__PERIODIC_ONLY__Q00_CLEAN__POSE_SHIFT__LOW__H8__COMPACT_TYPED__S20266301,8,DETERMINISTIC_TYPED_ORACLE_V2,COMPACT_TYPED,Q00_CLEAN,20266301,LOW,LIVE_BELIEF,PERIODIC_ONLY,False,43.0,0,0,0,1,3,9,12,0,4,0,13,0,1,,0.0,0.0,4,4,12
